country,year,sex,age,suicides_no,population,suicides_per_100k
Martinique,2011,female,5-14 years,1,25937.0,3.85549600956163
Martinique,2011,female,55-74 years,1,44092.0,2.2679851220175995
Martinique,2011,female,75+ years,0,18238.0,0.0
Martinique,2011,male,15-24 years,2,24073.0,8.308062975117352
Martinique,2011,male,25-34 years,3,16234.0,18.479733891831955
Martinique,2011,male,35-54 years,8,52589.0,15.212306756165738
Martinique,2011,male,5-14 years,1,26425.0,3.7842951750236518
Martinique,2011,male,55-74 years,13,37076.0,35.06311360448808
Martinique,2011,male,75+ years,5,11909.0,41.985053321017716
Martinique,2013,female,15-24 years,0,23130.0,0.0
Martinique,2013,female,25-34 years,1,22462.0,4.451963315822278
Martinique,2013,female,35-54 years,2,65762.0,3.0412700343663515
Martinique,2013,female,5-14 years,0,25504.0,0.0
Martinique,2013,female,55-74 years,5,45321.0,11.032413230069945
Martinique,2013,female,75+ years,1,18425.0,5.4274084124830395
Martinique,2013,male,15-24 years,4,22324.0,17.917935853789643
Martinique,2013,male,25-34 years,2,17203.0,11.625879207115037
Martinique,2013,male,35-54 years,3,50097.0,5.98838253787652
Martinique,2013,male,5-14 years,1,25802.0,3.875668552825362
Martinique,2013,male,55-74 years,7,39317.0,17.804003357326348
Martinique,2013,male,75+ years,1,12496.0,8.002560819462227
Martinique,2014,female,15-24 years,0,21797.0,0.0
Martinique,2014,female,25-34 years,1,22926.0,4.361859897060106
Martinique,2014,female,35-54 years,3,64848.0,4.62620281273131
Martinique,2014,female,5-14 years,0,25371.0,0.0
Martinique,2014,female,55-74 years,2,46600.0,4.291845493562232
Martinique,2014,female,75+ years,1,18841.0,5.307573907966669
Martinique,2014,male,15-24 years,1,21384.0,4.676393565282454
Martinique,2014,male,25-34 years,4,17262.0,23.172285946008575
Martinique,2014,male,35-54 years,7,48553.0,14.417234774370275
Martinique,2014,male,5-14 years,0,25660.0,0.0
Martinique,2014,male,55-74 years,6,40655.0,14.758332308449146
Martinique,2014,male,75+ years,7,12927.0,54.15022820453314
Mauritius,1979,female,15-24 years,9,105300.0,8.547008547008547
Mauritius,1979,female,25-34 years,9,74300.0,12.113055181695827
Mauritius,1979,female,35-54 years,9,78900.0,11.406844106463879
Mauritius,1979,female,5-14 years,9,102600.0,8.771929824561402
Mauritius,1979,female,55-74 years,9,40700.0,22.113022113022115
Mauritius,1979,female,75+ years,9,6900.0,130.43478260869566
Mauritius,1979,male,15-24 years,9,104500.0,8.61244019138756
Mauritius,1979,male,25-34 years,9,69800.0,12.893982808022923
Mauritius,1979,male,35-54 years,9,76100.0,11.826544021024967
Mauritius,1979,male,5-14 years,9,103100.0,8.729388942774005
Mauritius,1979,male,55-74 years,9,37100.0,24.258760107816713
Mauritius,1979,male,75+ years,9,3400.0,264.70588235294116
Mauritius,1980,female,15-24 years,9,107900.0,8.341056533827619
Mauritius,1980,female,25-34 years,9,76900.0,11.703511053315994
Mauritius,1980,female,35-54 years,9,80800.0,11.138613861386139
Mauritius,1980,female,5-14 years,9,100900.0,8.919722497522299
Mauritius,1980,female,55-74 years,9,42700.0,21.07728337236534
Mauritius,1980,female,75+ years,9,7400.0,121.62162162162161
Mauritius,1980,male,15-24 years,9,106500.0,8.450704225352112
Mauritius,1980,male,25-34 years,9,72500.0,12.413793103448276
Mauritius,1980,male,35-54 years,9,76000.0,11.842105263157894
Mauritius,1980,male,5-14 years,9,101000.0,8.91089108910891
Mauritius,1980,male,55-74 years,9,38400.0,23.4375
Mauritius,1980,male,75+ years,9,3600.0,250.0
Mauritius,1981,female,15-24 years,5,109900.0,4.549590536851683
Mauritius,1981,female,25-34 years,2,80500.0,2.484472049689441
Mauritius,1981,female,35-54 years,0,82600.0,0.0
Mauritius,1981,female,5-14 years,3,98700.0,3.0395136778115504
Mauritius,1981,female,55-74 years,0,44400.0,0.0
Mauritius,1981,female,75+ years,0,7400.0,0.0
Mauritius,1981,male,15-24 years,1,108500.0,0.9216589861751152
Mauritius,1981,male,25-34 years,4,75500.0,5.298013245033112
Mauritius,1981,male,35-54 years,4,74300.0,5.383580080753701
Mauritius,1981,male,5-14 years,0,98700.0,0.0
Mauritius,1981,male,55-74 years,0,41000.0,0.0
Mauritius,1981,male,75+ years,0,3500.0,0.0
Mauritius,1982,female,15-24 years,1,109400.0,0.9140767824497258
Mauritius,1982,female,25-34 years,0,83400.0,0.0
Mauritius,1982,female,35-54 years,1,83400.0,1.199040767386091
Mauritius,1982,female,5-14 years,0,97800.0,0.0
Mauritius,1982,female,55-74 years,1,46000.0,2.173913043478261
Mauritius,1982,female,75+ years,0,7700.0,0.0
Mauritius,1982,male,15-24 years,2,107600.0,1.858736059479554
Mauritius,1982,male,25-34 years,2,78800.0,2.5380710659898478
Mauritius,1982,male,35-54 years,5,75900.0,6.587615283267457
Mauritius,1982,male,5-14 years,0,98800.0,0.0
Mauritius,1982,male,55-74 years,0,42400.0,0.0
Mauritius,1982,male,75+ years,1,3400.0,29.41176470588235
Mauritius,1983,female,15-24 years,4,108600.0,3.6832412523020257
Mauritius,1983,female,25-34 years,2,83400.0,2.398081534772182
Mauritius,1983,female,35-54 years,1,83900.0,1.1918951132300357
Mauritius,1983,female,5-14 years,2,98500.0,2.030456852791878
Mauritius,1983,female,55-74 years,1,47200.0,2.1186440677966103
Mauritius,1983,female,75+ years,0,8700.0,0.0
Mauritius,1983,male,15-24 years,2,110600.0,1.8083182640144666
Mauritius,1983,male,25-34 years,2,84000.0,2.380952380952381
Mauritius,1983,male,35-54 years,1,82500.0,1.2121212121212122
Mauritius,1983,male,5-14 years,1,101000.0,0.9900990099009901
Mauritius,1983,male,55-74 years,2,43100.0,4.640371229698376
Mauritius,1983,male,75+ years,0,4300.0,0.0
Mauritius,1984,female,15-24 years,27,107900.0,25.023169601482852
Mauritius,1984,female,25-34 years,12,85500.0,14.035087719298245
Mauritius,1984,female,35-54 years,7,87400.0,8.009153318077804
Mauritius,1984,female,5-14 years,4,99200.0,4.032258064516129
Mauritius,1984,female,55-74 years,1,47000.0,2.127659574468085
Mauritius,1984,female,75+ years,0,8800.0,0.0
Mauritius,1984,male,15-24 years,15,109400.0,13.711151736745887
Mauritius,1984,male,25-34 years,24,87400.0,27.459954233409615
Mauritius,1984,male,35-54 years,17,85300.0,19.929660023446658
Mauritius,1984,male,5-14 years,1,102900.0,0.9718172983479106
Mauritius,1984,male,55-74 years,9,43900.0,20.50113895216401
Mauritius,1984,male,75+ years,1,4300.0,23.255813953488374
Mauritius,1985,female,15-24 years,18,106300.0,16.933207902163687
Mauritius,1985,female,25-34 years,6,87200.0,6.880733944954129
Mauritius,1985,female,35-54 years,6,90500.0,6.629834254143646
Mauritius,1985,female,5-14 years,0,100900.0,0.0
Mauritius,1985,female,55-74 years,4,47900.0,8.350730688935283
Mauritius,1985,female,75+ years,2,8800.0,22.727272727272727
Mauritius,1985,male,15-24 years,21,109400.0,19.195612431444243
Mauritius,1985,male,25-34 years,19,88500.0,21.46892655367232
Mauritius,1985,male,35-54 years,18,89500.0,20.11173184357542
Mauritius,1985,male,5-14 years,1,104700.0,0.9551098376313276
Mauritius,1985,male,55-74 years,9,45300.0,19.867549668874172
Mauritius,1985,male,75+ years,0,4400.0,0.0
Mauritius,1986,female,15-24 years,6,104600.0,5.736137667304015
Mauritius,1986,female,25-34 years,2,88500.0,2.2598870056497176
Mauritius,1986,female,35-54 years,0,96400.0,0.0
Mauritius,1986,female,5-14 years,0,102100.0,0.0
Mauritius,1986,female,55-74 years,0,48500.0,0.0
Mauritius,1986,female,75+ years,0,9100.0,0.0
Mauritius,1986,male,15-24 years,5,108300.0,4.616805170821791
Mauritius,1986,male,25-34 years,7,88800.0,7.882882882882883
Mauritius,1986,male,35-54 years,7,94900.0,7.376185458377239
Mauritius,1986,male,5-14 years,0,106500.0,0.0
Mauritius,1986,male,55-74 years,1,45700.0,2.1881838074398248
Mauritius,1986,male,75+ years,0,4700.0,0.0
Mauritius,1987,female,15-24 years,28,102000.0,27.45098039215686
Mauritius,1987,female,25-34 years,10,92900.0,10.764262648008613
Mauritius,1987,female,35-54 years,6,100300.0,5.982053838484546
Mauritius,1987,female,5-14 years,4,103900.0,3.8498556304138596
Mauritius,1987,female,55-74 years,3,49500.0,6.0606060606060606
Mauritius,1987,female,75+ years,2,9000.0,22.222222222222225
Mauritius,1987,male,15-24 years,24,105000.0,22.857142857142858
Mauritius,1987,male,25-34 years,21,91300.0,23.001095290251914
Mauritius,1987,male,35-54 years,36,98200.0,36.65987780040733
Mauritius,1987,male,5-14 years,0,108600.0,0.0
Mauritius,1987,male,55-74 years,6,45800.0,13.100436681222707
Mauritius,1987,male,75+ years,0,4800.0,0.0
Mauritius,1988,female,15-24 years,21,99200.0,21.169354838709676
Mauritius,1988,female,25-34 years,19,95000.0,20.0
Mauritius,1988,female,35-54 years,11,106100.0,10.367577756833176
Mauritius,1988,female,5-14 years,2,105100.0,1.9029495718363463
Mauritius,1988,female,55-74 years,3,49900.0,6.012024048096193
Mauritius,1988,female,75+ years,0,9600.0,0.0
Mauritius,1988,male,15-24 years,21,102000.0,20.58823529411765
Mauritius,1988,male,25-34 years,28,95100.0,29.44269190325973
Mauritius,1988,male,35-54 years,44,101600.0,43.30708661417323
Mauritius,1988,male,5-14 years,1,109800.0,0.9107468123861566
Mauritius,1988,male,55-74 years,14,46800.0,29.914529914529915
Mauritius,1988,male,75+ years,3,4800.0,62.5
Mauritius,1989,female,15-24 years,11,97900.0,11.235955056179776
Mauritius,1989,female,25-34 years,9,96500.0,9.32642487046632
Mauritius,1989,female,35-54 years,5,109900.0,4.549590536851683
Mauritius,1989,female,5-14 years,5,104600.0,4.780114722753346
Mauritius,1989,female,55-74 years,5,50900.0,9.823182711198427
Mauritius,1989,female,75+ years,2,10200.0,19.6078431372549
Mauritius,1989,male,15-24 years,19,100400.0,18.92430278884462
Mauritius,1989,male,25-34 years,41,96900.0,42.31166150670795
Mauritius,1989,male,35-54 years,37,103400.0,35.783365570599614
Mauritius,1989,male,5-14 years,0,109500.0,0.0
Mauritius,1989,male,55-74 years,8,47500.0,16.842105263157894
Mauritius,1989,male,75+ years,2,5200.0,38.46153846153846
Mauritius,1990,female,15-24 years,23,95400.0,24.10901467505241
Mauritius,1990,female,25-34 years,18,97100.0,18.537590113285273
Mauritius,1990,female,35-54 years,8,115600.0,6.920415224913495
Mauritius,1990,female,5-14 years,3,103400.0,2.9013539651837523
Mauritius,1990,female,55-74 years,4,51800.0,7.722007722007723
Mauritius,1990,female,75+ years,0,10500.0,0.0
Mauritius,1990,male,15-24 years,18,98500.0,18.274111675126903
Mauritius,1990,male,25-34 years,26,98100.0,26.50356778797146
Mauritius,1990,male,35-54 years,33,107800.0,30.612244897959183
Mauritius,1990,male,5-14 years,1,108400.0,0.922509225092251
Mauritius,1990,male,55-74 years,13,48700.0,26.69404517453799
Mauritius,1990,male,75+ years,0,5800.0,0.0
Mauritius,1991,female,15-24 years,15,93300.0,16.077170418006432
Mauritius,1991,female,25-34 years,11,97100.0,11.328527291452112
Mauritius,1991,female,35-54 years,9,114000.0,7.894736842105263
Mauritius,1991,female,5-14 years,3,101000.0,2.9702970297029703
Mauritius,1991,female,55-74 years,5,53600.0,9.328358208955224
Mauritius,1991,female,75+ years,0,11500.0,0.0
Mauritius,1991,male,15-24 years,15,96200.0,15.592515592515593
Mauritius,1991,male,25-34 years,37,100400.0,36.852589641434264
Mauritius,1991,male,35-54 years,27,113400.0,23.80952380952381
Mauritius,1991,male,5-14 years,0,103900.0,0.0
Mauritius,1991,male,55-74 years,12,47400.0,25.31645569620253
Mauritius,1991,male,75+ years,3,6300.0,47.61904761904762
Mauritius,1992,female,15-24 years,13,93200.0,13.948497854077253
Mauritius,1992,female,25-34 years,11,96800.0,11.363636363636363
Mauritius,1992,female,35-54 years,14,118500.0,11.814345991561181
Mauritius,1992,female,5-14 years,4,99300.0,4.028197381671702
Mauritius,1992,female,55-74 years,3,54700.0,5.484460694698355
Mauritius,1992,female,75+ years,1,11800.0,8.474576271186441
Mauritius,1992,male,15-24 years,17,96800.0,17.561983471074377
Mauritius,1992,male,25-34 years,24,101400.0,23.668639053254438
Mauritius,1992,male,35-54 years,47,118800.0,39.56228956228956
Mauritius,1992,male,5-14 years,1,102400.0,0.9765625
Mauritius,1992,male,55-74 years,8,48000.0,16.666666666666668
Mauritius,1992,male,75+ years,3,6600.0,45.45454545454545
Mauritius,1993,female,15-24 years,16,93500.0,17.112299465240643
Mauritius,1993,female,25-34 years,16,97000.0,16.49484536082474
Mauritius,1993,female,35-54 years,8,122700.0,6.519967400162999
Mauritius,1993,female,5-14 years,2,97600.0,2.0491803278688523
Mauritius,1993,female,55-74 years,3,55600.0,5.39568345323741
Mauritius,1993,female,75+ years,0,12200.0,0.0
Mauritius,1993,male,15-24 years,13,97500.0,13.333333333333334
Mauritius,1993,male,25-34 years,30,102500.0,29.268292682926827
Mauritius,1993,male,35-54 years,33,123400.0,26.74230145867099
Mauritius,1993,male,5-14 years,2,100800.0,1.9841269841269842
Mauritius,1993,male,55-74 years,13,48700.0,26.69404517453799
Mauritius,1993,male,75+ years,2,6800.0,29.41176470588235
Mauritius,1994,female,15-24 years,9,96100.0,9.365244536940688
Mauritius,1994,female,25-34 years,8,97100.0,8.238928939237898
Mauritius,1994,female,35-54 years,3,127900.0,2.3455824863174355
Mauritius,1994,female,5-14 years,1,96300.0,1.0384215991692627
Mauritius,1994,female,55-74 years,0,56700.0,0.0
Mauritius,1994,female,75+ years,1,12400.0,8.064516129032258
Mauritius,1994,male,15-24 years,25,99500.0,25.12562814070352
Mauritius,1994,male,25-34 years,41,102600.0,39.96101364522417
Mauritius,1994,male,35-54 years,28,128600.0,21.77293934681182
Mauritius,1994,male,5-14 years,0,99500.0,0.0
Mauritius,1994,male,55-74 years,12,49100.0,24.43991853360489
Mauritius,1994,male,75+ years,1,7000.0,14.285714285714286
Mauritius,1995,female,15-24 years,11,97900.0,11.235955056179776
Mauritius,1995,female,25-34 years,4,95700.0,4.179728317659352
Mauritius,1995,female,35-54 years,8,132400.0,6.042296072507553
Mauritius,1995,female,5-14 years,2,94400.0,2.1186440677966103
Mauritius,1995,female,55-74 years,6,57800.0,10.380622837370243
Mauritius,1995,female,75+ years,1,12800.0,7.8125
Mauritius,1995,male,15-24 years,16,101000.0,15.841584158415841
Mauritius,1995,male,25-34 years,34,101700.0,33.43166175024582
Mauritius,1995,male,35-54 years,49,133300.0,36.75918979744936
Mauritius,1995,male,5-14 years,1,97800.0,1.0224948875255624
Mauritius,1995,male,55-74 years,13,49900.0,26.052104208416832
Mauritius,1995,male,75+ years,2,7200.0,27.77777777777778
Mauritius,1996,female,15-24 years,8,100000.0,8.0
Mauritius,1996,female,25-34 years,12,94900.0,12.644889357218123
Mauritius,1996,female,35-54 years,7,137300.0,5.098324836125273
Mauritius,1996,female,5-14 years,2,93900.0,2.1299254526091587
Mauritius,1996,female,55-74 years,6,58500.0,10.256410256410255
Mauritius,1996,female,75+ years,1,13200.0,7.575757575757576
Mauritius,1996,male,15-24 years,27,103000.0,26.21359223300971
Mauritius,1996,male,25-34 years,33,100700.0,32.770605759682226
Mauritius,1996,male,35-54 years,41,138600.0,29.58152958152958
Mauritius,1996,male,5-14 years,0,97200.0,0.0
Mauritius,1996,male,55-74 years,16,50200.0,31.872509960159363
Mauritius,1996,male,75+ years,0,7500.0,0.0
Mauritius,1997,female,15-24 years,6,101800.0,5.893909626719057
Mauritius,1997,female,25-34 years,4,94100.0,4.2507970244420825
Mauritius,1997,female,35-54 years,6,143100.0,4.192872117400419
Mauritius,1997,female,5-14 years,1,94100.0,1.0626992561105206
Mauritius,1997,female,55-74 years,3,59300.0,5.059021922428331
Mauritius,1997,female,75+ years,0,13700.0,0.0
Mauritius,1997,male,15-24 years,21,104800.0,20.0381679389313
Mauritius,1997,male,25-34 years,27,100000.0,27.0
Mauritius,1997,male,35-54 years,40,144500.0,27.68166089965398
Mauritius,1997,male,5-14 years,1,97900.0,1.021450459652707
Mauritius,1997,male,55-74 years,11,50600.0,21.73913043478261
Mauritius,1997,male,75+ years,2,7800.0,25.641025641025642
Mauritius,1998,female,15-24 years,15,103000.0,14.563106796116505
Mauritius,1998,female,25-34 years,16,92200.0,17.35357917570499
Mauritius,1998,female,35-54 years,8,148800.0,5.376344086021505
Mauritius,1998,female,5-14 years,0,95400.0,0.0
Mauritius,1998,female,55-74 years,1,60100.0,1.6638935108153077
Mauritius,1998,female,75+ years,1,14200.0,7.042253521126761
Mauritius,1998,male,15-24 years,20,105800.0,18.90359168241966
Mauritius,1998,male,25-34 years,35,98200.0,35.64154786150713
Mauritius,1998,male,35-54 years,46,150700.0,30.524220305242206
Mauritius,1998,male,5-14 years,2,99000.0,2.0202020202020203
Mauritius,1998,male,55-74 years,11,50700.0,21.696252465483234
Mauritius,1998,male,75+ years,0,8200.0,0.0
Mauritius,1999,female,15-24 years,18,102900.0,17.49271137026239
Mauritius,1999,female,25-34 years,17,92200.0,18.43817787418655
Mauritius,1999,female,35-54 years,17,154100.0,11.031797534068787
Mauritius,1999,female,5-14 years,0,96600.0,0.0
Mauritius,1999,female,55-74 years,2,61600.0,3.2467532467532467
Mauritius,1999,female,75+ years,0,14800.0,0.0
Mauritius,1999,male,15-24 years,13,105600.0,12.31060606060606
Mauritius,1999,male,25-34 years,41,97800.0,41.922290388548056
Mauritius,1999,male,35-54 years,57,156300.0,36.46833013435701
Mauritius,1999,male,5-14 years,1,100000.0,1.0
Mauritius,1999,male,55-74 years,5,51800.0,9.652509652509652
Mauritius,1999,male,75+ years,3,8700.0,34.48275862068965
Mauritius,2000,female,15-24 years,11,102131.0,10.770481048849026
Mauritius,2000,female,25-34 years,9,93975.0,9.577015163607342
Mauritius,2000,female,35-54 years,9,159364.0,5.647448608217665
Mauritius,2000,female,5-14 years,0,98361.0,0.0
Mauritius,2000,female,55-74 years,1,63460.0,1.575795776867318
Mauritius,2000,female,75+ years,0,16509.0,0.0
Mauritius,2000,male,15-24 years,25,102779.0,24.32403506552895
Mauritius,2000,male,25-34 years,28,94136.0,29.744199881023203
Mauritius,2000,male,35-54 years,40,160762.0,24.88150184745151
Mauritius,2000,male,5-14 years,0,100755.0,0.0
Mauritius,2000,male,55-74 years,13,54106.0,24.02691013935608
Mauritius,2000,male,75+ years,1,9735.0,10.272213662044171
Mauritius,2001,female,15-24 years,13,101083.0,12.860718419516635
Mauritius,2001,female,25-34 years,5,93411.0,5.352688655511663
Mauritius,2001,female,35-54 years,13,165008.0,7.878405895471735
Mauritius,2001,female,5-14 years,1,99293.0,1.0071203408095233
Mauritius,2001,female,55-74 years,4,64392.0,6.211951795254069
Mauritius,2001,female,75+ years,1,17391.0,5.750100626760968
Mauritius,2001,male,15-24 years,8,102151.0,7.831543499329425
Mauritius,2001,male,25-34 years,21,93054.0,22.56754142755819
Mauritius,2001,male,35-54 years,33,166424.0,19.828870835937124
Mauritius,2001,male,5-14 years,1,101693.0,0.9833518531265673
Mauritius,2001,male,55-74 years,12,54628.0,21.96675697444534
Mauritius,2001,male,75+ years,1,10419.0,9.597850081581726
Mauritius,2002,female,15-24 years,11,99542.0,11.050611802053405
Mauritius,2002,female,25-34 years,6,94139.0,6.373553999936265
Mauritius,2002,female,35-54 years,9,168822.0,5.331058748267406
Mauritius,2002,female,5-14 years,0,99967.0,0.0
Mauritius,2002,female,55-74 years,3,66002.0,4.545316808581559
Mauritius,2002,female,75+ years,0,18012.0,0.0
Mauritius,2002,male,15-24 years,17,100533.0,16.909870390816945
Mauritius,2002,male,25-34 years,28,93399.0,29.97890769708455
Mauritius,2002,male,35-54 years,43,170023.0,25.290695964663602
Mauritius,2002,male,5-14 years,0,102373.0,0.0
Mauritius,2002,male,55-74 years,13,56153.0,23.151033782700836
Mauritius,2002,male,75+ years,1,10790.0,9.267840593141798
Mauritius,2003,female,15-24 years,8,97740.0,8.184980560671168
Mauritius,2003,female,25-34 years,5,95550.0,5.2328623757195185
Mauritius,2003,female,35-54 years,8,172697.0,4.632390834814734
Mauritius,2003,female,5-14 years,0,100012.0,0.0
Mauritius,2003,female,55-74 years,3,68440.0,4.383401519579193
Mauritius,2003,female,75+ years,0,18660.0,0.0
Mauritius,2003,male,15-24 years,6,99166.0,6.050460843434242
Mauritius,2003,male,25-34 years,20,94542.0,21.154619111082905
Mauritius,2003,male,35-54 years,24,173619.0,13.82337186598241
Mauritius,2003,male,5-14 years,1,102552.0,0.9751150635775021
Mauritius,2003,male,55-74 years,12,58071.0,20.664359146561967
Mauritius,2003,male,75+ years,1,11185.0,8.940545373267769
Mauritius,2004,female,15-24 years,5,96083.0,5.203834185027529
Mauritius,2004,female,25-34 years,6,97926.0,6.1270755468414935
Mauritius,2004,female,35-54 years,8,175289.0,4.563891630393236
Mauritius,2004,female,5-14 years,0,99417.0,0.0
Mauritius,2004,female,55-74 years,3,70970.0,4.227138227420037
Mauritius,2004,female,75+ years,0,19076.0,0.0
Mauritius,2004,male,15-24 years,11,98158.0,11.206422298742844
Mauritius,2004,male,25-34 years,22,96551.0,22.785885179853135
Mauritius,2004,male,35-54 years,34,175824.0,19.33751933751934
Mauritius,2004,male,5-14 years,0,102106.0,0.0
Mauritius,2004,male,55-74 years,6,60315.0,9.947774185525988
Mauritius,2004,male,75+ years,2,11376.0,17.58087201125176
Mauritius,2005,female,15-24 years,5,94435.0,5.294647111770001
Mauritius,2005,female,25-34 years,5,99884.0,5.005806735813543
Mauritius,2005,female,35-54 years,7,177511.0,3.943417591022528
Mauritius,2005,female,5-14 years,0,98568.0,0.0
Mauritius,2005,female,55-74 years,5,74380.0,6.7222371605270235
Mauritius,2005,female,75+ years,1,19557.0,5.113258679756608
Mauritius,2005,male,15-24 years,9,96661.0,9.310890638416735
Mauritius,2005,male,25-34 years,18,98556.0,18.263728235723853
Mauritius,2005,male,35-54 years,39,177945.0,21.91688443058248
Mauritius,2005,male,5-14 years,1,101372.0,0.9864656907232766
Mauritius,2005,male,55-74 years,11,63489.0,17.32583597158563
Mauritius,2005,male,75+ years,1,11584.0,8.632596685082872
Mauritius,2006,female,15-24 years,9,94140.0,9.560229445506693
Mauritius,2006,female,25-34 years,5,101903.0,4.90662689027801
Mauritius,2006,female,35-54 years,8,178302.0,4.48676963802986
Mauritius,2006,female,5-14 years,1,97629.0,1.024285816714296
Mauritius,2006,female,55-74 years,3,78655.0,3.814124976161719
Mauritius,2006,female,75+ years,3,19672.0,15.250101667344449
Mauritius,2006,male,15-24 years,17,96530.0,17.611105355847922
Mauritius,2006,male,25-34 years,19,100827.0,18.844158806668847
Mauritius,2006,male,35-54 years,37,178169.0,20.766800060616607
Mauritius,2006,male,5-14 years,0,100406.0,0.0
Mauritius,2006,male,55-74 years,10,67670.0,14.777597162701344
Mauritius,2006,male,75+ years,6,11398.0,52.64081417792595
Mauritius,2007,female,15-24 years,11,94225.0,11.674184133722473
Mauritius,2007,female,25-34 years,7,103004.0,6.795852588249
Mauritius,2007,female,35-54 years,9,179726.0,5.007622714576633
Mauritius,2007,female,5-14 years,1,96189.0,1.039619914959091
Mauritius,2007,female,55-74 years,2,82534.0,2.4232437540892238
Mauritius,2007,female,75+ years,0,19848.0,0.0
Mauritius,2007,male,15-24 years,16,97048.0,16.4866870002473
Mauritius,2007,male,25-34 years,30,102202.0,29.35363300131113
Mauritius,2007,male,35-54 years,38,178997.0,21.2294060794315
Mauritius,2007,male,5-14 years,0,98602.0,0.0
Mauritius,2007,male,55-74 years,9,71372.0,12.609987109790955
Mauritius,2007,male,75+ years,4,11486.0,34.82500435312554
Mauritius,2008,female,15-24 years,2,95566.0,2.0927945085072097
Mauritius,2008,female,25-34 years,3,104061.0,2.8829244385504658
Mauritius,2008,female,35-54 years,3,180104.0,1.665704259761027
Mauritius,2008,female,5-14 years,1,94783.0,1.05504151588365
Mauritius,2008,female,55-74 years,3,86641.0,3.4625639131588968
Mauritius,2008,female,75+ years,0,20317.0,0.0
Mauritius,2008,male,15-24 years,11,98207.0,11.200830898001161
Mauritius,2008,male,25-34 years,21,103266.0,20.33583173551798
Mauritius,2008,male,35-54 years,23,178971.0,12.851244056299624
Mauritius,2008,male,5-14 years,0,97260.0,0.0
Mauritius,2008,male,55-74 years,17,75302.0,22.575761599957502
Mauritius,2008,male,75+ years,0,11780.0,0.0
Mauritius,2009,female,15-24 years,7,97984.0,7.144023514043108
Mauritius,2009,female,25-34 years,5,98003.0,5.101884636184606
Mauritius,2009,female,35-54 years,3,178594.0,1.6797876748379004
Mauritius,2009,female,5-14 years,3,96125.0,3.120936280884265
Mauritius,2009,female,55-74 years,4,93824.0,4.263301500682128
Mauritius,2009,female,75+ years,1,21454.0,4.661135452596253
Mauritius,2009,male,15-24 years,16,99793.0,16.03318870061026
Mauritius,2009,male,25-34 years,20,99119.0,20.17776611951291
Mauritius,2009,male,35-54 years,46,179965.0,25.560525657766785
Mauritius,2009,male,5-14 years,1,99208.0,1.0079832271591
Mauritius,2009,male,55-74 years,8,82341.0,9.715694489986761
Mauritius,2009,male,75+ years,1,13141.0,7.609770945894529
Mauritius,2010,female,15-24 years,2,98088.0,2.03898540086453
Mauritius,2010,female,25-34 years,9,102078.0,8.81678716275789
Mauritius,2010,female,35-54 years,8,184083.0,4.345865723613805
Mauritius,2010,female,5-14 years,0,92051.0,0.0
Mauritius,2010,female,55-74 years,3,93848.0,3.1966584263916125
Mauritius,2010,female,75+ years,0,21469.0,0.0
Mauritius,2010,male,15-24 years,15,100282.0,14.957818950559423
Mauritius,2010,male,25-34 years,18,102081.0,17.63305610250683
Mauritius,2010,male,35-54 years,28,181881.0,15.394681137666934
Mauritius,2010,male,5-14 years,0,94862.0,0.0
Mauritius,2010,male,55-74 years,11,81700.0,13.46389228886169
Mauritius,2010,male,75+ years,4,12508.0,31.97953309881676
Mauritius,2011,female,15-24 years,10,99022.0,10.098765930803255
Mauritius,2011,female,25-34 years,5,100904.0,4.955204947276619
Mauritius,2011,female,35-54 years,4,185299.0,2.158673279402479
Mauritius,2011,female,5-14 years,1,90807.0,1.1012366888015241
Mauritius,2011,female,55-74 years,3,98036.0,3.060100371292178
Mauritius,2011,female,75+ years,0,22119.0,0.0
Mauritius,2011,male,15-24 years,13,101183.0,12.848008064595833
Mauritius,2011,male,25-34 years,28,101278.0,27.646675487272656
Mauritius,2011,male,35-54 years,40,182167.0,21.9578738190781
Mauritius,2011,male,5-14 years,0,93940.0,0.0
Mauritius,2011,male,55-74 years,11,85760.0,12.826492537313433
Mauritius,2011,male,75+ years,3,12837.0,23.36994624912363
Mauritius,2012,female,15-24 years,10,99697.0,10.030392088026721
Mauritius,2012,female,25-34 years,6,99373.0,6.037857365682831
Mauritius,2012,female,35-54 years,5,186881.0,2.675499381959643
Mauritius,2012,female,5-14 years,2,89061.0,2.2456518565926724
Mauritius,2012,female,55-74 years,2,102269.0,1.9556268272888169
Mauritius,2012,female,75+ years,1,22801.0,4.385772553835358
Mauritius,2012,male,15-24 years,9,101864.0,8.835309824864526
Mauritius,2012,male,25-34 years,26,99664.0,26.087654519184458
Mauritius,2012,male,35-54 years,37,183077.0,20.210075541985066
Mauritius,2012,male,5-14 years,1,92585.0,1.0800885672625156
Mauritius,2012,male,55-74 years,14,90063.0,15.544674283557065
Mauritius,2012,male,75+ years,2,13212.0,15.137753557372086
Mauritius,2013,female,15-24 years,8,94321.0,8.481674282503366
Mauritius,2013,female,25-34 years,1,89909.0,1.1122357049906018
Mauritius,2013,female,35-54 years,3,176180.0,1.702803950505165
Mauritius,2013,female,5-14 years,2,87604.0,2.283000776220264
Mauritius,2013,female,55-74 years,1,107634.0,0.929074456026906
Mauritius,2013,female,75+ years,0,24625.0,0.0
Mauritius,2013,male,15-24 years,17,96237.0,17.664723547076488
